year,week,county,aqi,so2,co,o3,pm10,pm25,no2,no,nox,auri_visits,ili_visits,opna_visits,temp_c,rh_pct,pop_cnt
2023,1,南投縣,50.86626747,1.278744939,0.350643863,18.62991968,28.47484909,,,,,9318,892,649,18.76147705,78.6746507,472299
2023,1,嘉義市,61.11976048,3.03373494,0.361566265,23.20903614,41.55555556,,,,,5211,595,305,18.74191617,84.45508982,262177
2023,1,嘉義縣,56.58982036,1.365861027,0.263141994,33.45393939,36.01506024,,,,,8496,841,519,18.49071856,87.69760479,478786
2023,1,基隆市,39.92814371,1.118292683,0.324457831,36.49879518,20.91515152,,,,,6067,522,395,17.46886228,91.76646707,361441
2023,1,宜蘭縣,33.11976048,0.489473684,0.245850202,32.32028398,14.31048387,,,,,8258,1130,788,17.68323353,92.44311377,449212
2023,1,屏東縣,85.04670659,1.509431681,0.346658625,28.86009674,45.7358263,,,,,14520,1529,758,21.03702595,81.31137725,789239
2023,1,彰化縣,48.34011976,1.552195122,0.297336562,33.48933824,32.6968599,,,,,21639,1857,1408,18.67170659,84.48353293,1225675
2023,1,新北市,39.7540304,0.758890469,0.35379634,32.86371388,21.49093445,,,,,79894,4885,3492,18.1301624,84.98307022,4047001
2023,1,新竹市,35.49101796,0.636585366,0.278855422,34.77048193,19.12048193,,,,,7340,1003,836,18.46467066,81.55688623,457242
2023,1,新竹縣,37.17964072,0.795151515,0.239066265,34.60120482,17.25301205,,,,,10434,695,553,17.96227545,83.26646707,594641
2023,1,桃園市,40.42315369,1.320061412,0.320745968,34.31346734,22.15863454,,,,,36334,3271,2236,17.68135729,84.96187625,2338648
2023,1,澎湖縣,51.19760479,0.574698795,0.210240964,46.6939759,32.45180723,,,,,1706,63,57,17.71976048,77.74850299,107901
2023,1,臺中市,39.95568862,1.138602941,0.299128329,26.3390303,23.39324487,,,,,54247,8040,5878,18.58673653,81.69760479,2860601
2023,1,臺北市,41.21556886,0.975843694,0.376493955,31.1382684,18.73984443,,,,,41780,3976,3271,17.29864271,84.97533504,2490869
2023,1,臺南市,60.53892216,1.095786228,0.301303901,27.59702259,39.60997963,,,,,27600,3748,2878,19.12105788,83.44560878,1858651
2023,1,臺東縣,29.0748503,0.577557756,0.202560241,30.88554217,7.831325301,,,,,3037,419,304,19.55808383,82.95209581,210219
2023,1,花蓮縣,27.5988024,0.969090909,0.282349398,28.32228916,13.19879518,,,,,4752,670,483,19.48323353,86.92814371,315374
2023,1,苗栗縣,38.30938124,1.527198364,0.267408163,30.6382716,18.67806841,,,,,11801,817,524,17.62035928,86.73253493,532854
2023,1,連江縣,64.39520958,1.31863354,0.256918239,42.691875,30.77575758,,,,,93,8,8,13.16886228,69.03592814,13950
2023,1,金門縣,54.8742515,1.561445783,0.287048193,37.0753012,33.13855422,,,,,1736,20,17,16.36407186,70.50609756,143601
2023,1,雲林縣,54.47305389,1.400763359,0.250594512,35.56783537,36.68429003,,,,,13442,1185,835,18.64770459,88.30489022,658427
2023,1,高雄市,84.88392446,1.633068288,0.435643657,20.67781937,50.68965517,,,,,49138,3436,1962,20.44375794,82.26850844,2731412
2023,2,南投縣,97.40918164,1.445638945,0.393246493,24.87464503,56.12048193,,,,,9276,899,668,20.72994012,76.49800399,472299
2023,2,嘉義市,121.0359281,2.307185629,0.43005988,25.00958084,75.93373494,,,,,5624,675,333,21.00718563,82.49101796,262177
2023,2,嘉義縣,105.1137725,1.523053892,0.334221557,29.78220859,67.05120482,,,,,8935,921,513,20.41047904,87.7245509,478786
2023,2,基隆市,50.46107784,1.624683544,0.40484472,28.953125,29.16969697,,,,,6355,593,436,20.35389222,86.2994012,361441
2023,2,宜蘭縣,42.05588822,0.693548387,0.257108434,28.64008016,30.24193548,,,,,8566,1241,891,21.23772455,79.3502994,449212
2023,2,屏東縣,73.6011976,1.113325183,0.278068044,35.02004831,44.46772229,,,,,14697,1770,869,23.07934132,75.85928144,789239
2023,2,彰化縣,88.76646707,1.76542617,0.361092437,29.64784173,61.74668275,,,,,22959,2161,1657,20.04775449,88.77245509,1225675
2023,2,新北市,55.41962229,1.205158542,0.489568646,24.3343633,30.47143521,,,,,82725,5326,3812,21.15672292,80.21246598,4047001
2023,2,新竹市,64.15568862,1.080239521,0.442335329,24.07964072,40.52409639,,,,,7558,1217,1035,20.17844311,86.80239521,457242
2023,2,新竹縣,67.04491018,1.116816817,0.344281437,24.56287425,36.07228916,,,,,10627,800,630,20.19251497,87.31137725,594641
2023,2,桃園市,70.13073852,1.607250755,0.498928929,22.5525,38.26485398,,,,,36549,3524,2234,20.38077844,84.03532934,2338648
2023,2,澎湖縣,54.89221557,0.574850299,0.222035928,43.95808383,31.67272727,,,,,1837,43,39,20.11077844,82.31137725,107901
2023,2,臺中市,80.76287425,1.261989796,0.422827918,23.15301932,49.49442379,,,,,55385,8394,6223,20.68982036,83.53892216,2860601
2023,2,臺北市,54.72540633,1.312673611,0.514053356,25.19224138,29.13421053,,,,,43597,4640,3869,20.7306986,78.89064728,2490869
2023,2,臺南市,106.2195609,1.181928934,0.395262626,26.56659898,66.63490471,,,,,29302,3796,2933,21.39640719,80.97155689,1858651
2023,2,臺東縣,30.56586826,0.559146341,0.210182371,25.44067278,15.80664653,,,,,3256,449,336,21.01826347,82.85329341,210219
2023,2,花蓮縣,32.8502994,0.826946108,0.245449102,25.55329341,20.13664596,,,,,4703,646,481,21.35628743,86,315374
2023,2,苗栗縣,64.43512974,1.6484,0.33622,24.8882,38.15291751,,,,,11858,892,604,19.53512974,90.24550898,532854
2023,2,連江縣,72.71856287,1.03961039,0.32748503,36.28922156,33.95757576,,,,,139,4,4,15.18562874,83.53293413,13950
2023,2,金門縣,68.56886228,1.180838323,0.33994012,23.18598726,37.30722892,,,,,2018,17,17,17.35389222,91.13772455,143601
2023,2,雲林縣,97.21856287,1.513787879,0.314534535,32.49145427,64.47669173,,,,,13642,1260,904,20.35284431,88.64171657,658427
2023,2,高雄市,104.0133579,1.754043946,0.468926081,24.03457596,66.05874191,,,,,49997,3917,2288,22.97923244,75.58659953,2731412
2023,3,南投縣,53.09780439,1.287829615,0.385222672,24.34105691,31.07676768,,,,,10517,866,681,17.53253493,69.91317365,472299
2023,3,嘉義市,60.5508982,2.505421687,0.394484848,26.29333333,44.78181818,,,,,6422,701,369,17.17904192,76.44311377,262177
